0,"[0, 0]"
0,-329448
1,-327273
2,-322245
3,-316936
4,-321050
5,-330449
6,-331913
7,-330361
8,-333799
9,-331926
10,-326484
11,-321979
12,-318029
13,-326275
14,-330035
15,-334050
16,-337302
17,-333211
18,-334462
19,-321648
20,-315089
21,-319091
22,-324480
23,-329277
24,-332184
0,-340459
1,-337565
2,-328150
3,-318866
4,-313878
5,-315761
6,-323287
7,-327377
8,-330328
9,-336062
10,-336431
11,-331160
12,-324080
13,-326452
14,-328452
15,-330306
16,-327129
17,-316869
18,-311756
19,-311581
20,-317636
21,-326867
22,-336011
23,-343916
24,-349824
0,-343697
1,-331512
2,-321101
3,-314877
4,-319913
5,-323789
6,-326448
7,-331796
8,-333037
9,-332603
10,-331206
11,-332296
12,-331796
13,-334985
14,-333018
15,-328000
16,-327475
17,-323030
18,-322897
19,-323966
20,-331468
21,-331089
22,-326642
23,-334521
24,-335621
0,-326087
1,-324515
2,-330175
3,-329881
4,-324771
5,-325036
6,-336369
7,-335993
8,-326404
9,-324119
10,-320421
11,-323444
12,-331192
13,-332360
14,-335995
15,-337334
16,-333975
17,-330820
18,-325889
19,-324452
20,-327269
21,-327049
22,-330230
23,-333537
24,-331353
0,-330942
1,-327202
2,-328988
3,-328581
4,-326280
5,-329132
6,-326439
7,-328175
8,-327676
9,-326928
10,-331252
11,-329027
12,-326266
13,-326084
14,-325544
15,-326169
16,-325918
17,-326060
18,-329225
19,-326823
20,-324342
21,-326923
22,-326480
23,-326682
24,-328481
0,-329408
1,-329357
2,-329940
3,-328084
4,-328238
5,-327823
6,-325573
7,-327159
8,-324481
9,-331830
10,-332364
11,-324479
12,-326395
13,-324296
14,-327719
15,-327914
16,-326173
17,-327095
18,-328461
19,-332644
20,-329618
21,-325513
22,-322822
23,-322947
24,-324629
0,-326259
1,-329509
2,-332264
3,-335949
4,-335228
5,-337322
6,-338985
7,-333206
8,-328358
9,-323176
10,-321061
11,-317616
12,-318307
13,-325841
14,-327427
15,-331366
