-1628493308.757,0.0
0.25,21849.0
0.26,3971.0
0.27,-19097.0
0.28,-3322.0
0.29,24480.0
0.3,-1110.0
0.31,-19621.0
0.32,10430.0
0.33,9042.0
0.33999999999999997,-17342.0
0.35,1524.0
0.36,13442.0
0.37,-5417.0
0.38,-8798.0
0.39,8838.0
0.4,779.0
0.41000000000000003,-9578.0
0.42000000000000004,362.0
0.43,9526.0
0.44,6768.0
0.45,-4487.0
0.45999999999999996,-12988.0
0.47,-5263.0
0.48,17943.0
0.49,7970.0
0.5,-13125.0
0.51,-10569.0
0.52,9227.0
0.53,5546.0
0.54,-7611.0
0.55,-2303.0
0.56,9051.0
0.5700000000000001,8006.0
0.58,-7384.0
0.59,-12056.0
0.6,-2474.0
0.61,18120.0
0.62,4893.0
0.63,-14828.0
0.64,-15505.0
0.65,15579.0
0.66,16403.0
0.67,-15473.0
0.6799999999999999,-8599.0
0.69,15134.0
0.7,7490.0
0.71,-11912.0
0.72,-12773.0
0.73,8433.0
0.74,11322.0
0.75,-2686.0
0.76,-14266.0
0.77,-3092.0
0.78,17022.0
0.79,9916.0
0.8,-14455.0
0.81,-16432.0
0.8200000000000001,18035.0
0.83,16792.0
0.84,-13271.0
0.85,-28017.0
0.86,12288.0
0.87,27346.0
0.88,-8593.0
0.89,-23626.0
0.9,6312.0
0.91,18707.0
0.92,3810.0
0.9299999999999999,-22804.0
0.94,-3785.0
0.95,23128.0
0.96,863.0
0.97,-16924.0
0.98,-7007.0
0.99,13464.0
1.0,5305.0
1.01,-4188.0
1.02,-4427.0
1.03,992.0
1.04,2428.0
1.05,855.0
1.06,832.0
1.07,-5926.0
1.08,4095.0
1.09,2756.0
1.1,-777.0
1.11,-8190.0
1.12,448.0
1.13,13919.0
1.1400000000000001,-3224.0
1.15,-18831.0
1.16,11887.0
1.17,12549.0
1.18,-14278.0
1.19,-7793.0
1.2,17279.0
1.21,8804.0
1.22,-16049.0
1.23,-10130.0
1.24,7184.0
1.25,14777.0
1.26,-13706.0
1.27,-12438.0
1.28,18770.0
1.29,15394.0
1.3,-22484.0
1.31,-13855.0
1.32,23659.0
1.33,9494.0
1.34,-18886.0
1.35,-2565.0
1.36,5846.0
1.37,5923.0
1.38,-12020.0
1.3900000000000001,-2529.0
1.4,10816.0
1.41,1886.0
1.42,-4055.0
1.43,2311.0
1.44,5887.0
1.45,-15023.0
1.46,2183.0
1.47,10690.0
1.48,-1469.0
1.49,-12377.0
1.5,499.0
1.51,12680.0
1.52,1922.0
1.53,-12454.0
1.54,-4867.0
1.55,21364.0
1.56,-136.0
1.57,-17603.0
1.58,-3884.0
1.59,18220.0
1.6,-7515.0
1.61,-7115.0
1.62,6338.0
1.63,8771.0
1.6400000000000001,-5512.0
1.65,-9437.0
1.66,1382.0
1.67,10189.0
1.68,1256.0
1.69,-17136.0
1.7,10712.0
1.71,12645.0
1.72,-10994.0
1.73,-15300.0
1.74,10509.0
1.75,12260.0
1.76,-519.0
1.77,-17154.0
1.78,-3357.0
1.79,17785.0
1.8,6841.0
1.81,-21040.0
1.82,-1449.0
1.83,17901.0
1.84,5423.0
1.85,-17988.0
1.86,-7506.0
1.87,12205.0
1.88,7125.0
1.8900000000000001,-7812.0
1.9,-9385.0
1.91,15963.0
1.92,4905.0
1.93,-15990.0
1.94,-7865.0
1.95,19503.0
1.96,4071.0
1.97,-10550.0
1.98,-11242.0
1.99,6780.0
2.0,12333.0
2.01,-3201.0
2.02,-15399.0
2.03,4925.0
2.04,16653.0
2.05,-1169.0
2.06,-14477.0
2.07,-7696.0
2.08,13008.0
2.09,6472.0
2.1,446.0
2.11,-20787.0
2.12,5169.0
2.13,14580.0
2.14,2412.0
2.15,-14295.0
2.16,790.0
2.17,4368.0
2.18,7031.0
2.19,-4635.0
2.2,-14332.0
2.21,5440.0
2.22,16876.0
2.23,-3461.0
2.24,-14540.0
2.25,1956.0
2.26,7153.0
2.27,6574.0
2.28,-10665.0
2.29,-2937.0
2.3,1468.0
2.31,18052.0
2.32,-11339.0
2.33,-15310.0
2.34,8240.0
2.35,13148.0
2.36,-3262.0
2.37,-10197.0
2.38,-673.0
2.39,10491.0
2.4,-847.0
2.41,-11968.0
2.42,3700.0
2.43,13154.0
2.44,-3892.0
2.45,-9111.0
2.46,2724.0
2.47,3998.0
2.48,-4865.0
2.49,-4690.0
2.5,13067.0
2.51,-2186.0
2.52,-10235.0
2.53,-3035.0
2.54,15642.0
2.55,8277.0
2.56,-15036.0
2.57,-16383.0
2.58,18429.0
2.59,12496.0
2.6,-17054.0
2.61,-16618.0
2.62,19017.0
2.63,23798.0
2.64,-22341.0
2.65,-18587.0
2.66,16611.0
2.67,16424.0
2.68,-15288.0
2.69,-11697.0
2.7,6095.0
2.71,19165.0
2.72,-6767.0
2.73,-18719.0
2.74,1258.0
2.75,17626.0
2.76,6063.0
2.77,-16108.0
2.78,-4748.0
2.79,10636.0
2.8,5305.0
2.81,-12117.0
2.82,-7500.0
2.83,7108.0
2.84,22457.0
2.85,-5086.0
2.86,-29120.0
2.87,-993.0
2.88,25886.0
2.89,10546.0
2.9,-20277.0
2.91,-14735.0
2.92,15572.0
2.93,18139.0
2.94,-20526.0
2.95,-19354.0
2.96,21379.0
2.97,26509.0
2.98,-22251.0
2.99,-22312.0
3.0,13208.0
3.01,15416.0
3.02,-8291.0
3.03,-8059.0
3.04,3207.0
3.05,11597.0
3.06,-2652.0
3.07,-13853.0
3.08,1246.0
3.09,11937.0
3.1,-1122.0
3.11,-8615.0
3.12,6422.0
3.13,-15.0
3.14,-2896.0
3.15,-3088.0
3.16,3594.0
3.17,575.0
3.18,4907.0
3.19,-1353.0
3.2,-2689.0
3.21,-8774.0
3.22,-306.0
3.23,12282.0
3.24,6659.0
3.25,-9256.0
3.26,-5425.0
3.27,2914.0
3.28,-5106.0
3.29,5754.0
3.3,6717.0
3.31,-3990.0
3.32,-5646.0
3.33,9585.0
3.34,-5764.0
3.35,-11673.0
3.36,8234.0
3.37,13053.0
3.38,52.0
3.39,-13937.0
3.4,-11129.0
3.41,11089.0
3.42,16062.0
3.43,-6758.0
3.44,-14619.0
3.45,12006.0
3.46,9701.0
3.47,-15987.0
3.48,-11832.0
3.49,11869.0
3.5,10329.0
3.51,-468.0
3.52,-8728.0
3.53,-3718.0
3.54,11527.0
3.55,-1982.0
3.56,-11438.0
3.57,2236.0
3.58,13030.0
3.59,2375.0
3.6,-13853.0
3.61,-9490.0
3.62,11596.0
3.63,13500.0
3.64,-9401.0
3.65,-13799.0
3.66,14734.0
3.67,10360.0
3.68,-20784.0
3.69,-10687.0
3.7,24236.0
3.71,8578.0
3.72,-11964.0
3.73,-10223.0
3.74,1731.0
3.75,6348.0
3.76,-1106.0
3.77,-3366.0
3.78,13294.0
3.79,-3710.0
3.8,-16935.0
3.81,5173.0
3.82,15066.0
3.83,-5589.0
3.84,-9848.0
3.85,11046.0
3.86,3056.0
3.87,-13837.0
3.88,-9824.0
3.89,20456.0
3.9,7760.0
3.91,-12953.0
3.92,-8252.0
3.93,16302.0
3.94,1776.0
3.95,-21000.0
3.96,-3721.0
3.97,25823.0
3.98,3668.0
3.99,-16314.0
4.0,-11268.0
4.01,12807.0
4.02,4424.0
4.03,-9311.0
4.04,1511.0
4.05,14543.0
4.06,1963.0
4.07,-14178.0
4.08,-6399.0
4.09,-1045.0
4.1,9465.0
4.11,8873.0
4.12,-331.0
4.13,-16042.0
4.14,-3202.0
4.15,9629.0
